agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
TRANSFER AGENT,0,272,-1267051.0,-3.2594594594594595,221941.0,740.0
TRANSFER AGENT,0,273,-1268281.0,-3.5142857142857142,222291.0,350.0
TRANSFER AGENT,0,274,-1268202.0,0.24085365853658536,222619.0,328.0
TRANSFER AGENT,0,275,-1271838.0,-4.155428571428572,223494.0,875.0
TRANSFER AGENT,0,276,-1271144.0,6.36697247706422,223603.0,109.0
TRANSFER AGENT,0,277,-1271404.0,-0.7027027027027027,223973.0,370.0
TRANSFER AGENT,0,278,-1278698.0,-6.829588014981273,225041.0,1068.0
TRANSFER AGENT,0,279,-1280165.0,-2.138483965014577,225727.0,686.0
TRANSFER AGENT,0,280,-1279756.0,2.086734693877551,225923.0,196.0
TRANSFER AGENT,0,281,-1280267.0,-0.9789272030651341,226445.0,522.0
TRANSFER AGENT,0,282,-1282579.0,-15.944827586206896,226590.0,145.0
TRANSFER AGENT,0,283,-1282436.0,0.5416666666666666,226854.0,264.0
TRANSFER AGENT,0,284,-1284251.0,-2.462686567164179,227591.0,737.0
TRANSFER AGENT,0,285,-1285852.0,-2.5739549839228295,228213.0,622.0
TRANSFER AGENT,0,286,-1285405.0,2.829113924050633,228371.0,158.0
TRANSFER AGENT,0,287,-1286806.0,-2.6890595009596927,228892.0,521.0
TRANSFER AGENT,0,288,-1286772.0,0.19428571428571428,229067.0,175.0
TRANSFER AGENT,0,289,-1286098.0,5.224806201550388,229196.0,129.0
TRANSFER AGENT,0,290,-1289964.0,-4.784653465346534,230004.0,808.0
TRANSFER AGENT,0,291,-1293854.0,-6.135646687697161,230638.0,634.0
TRANSFER AGENT,0,292,-1293783.0,0.2113095238095238,230974.0,336.0
TRANSFER AGENT,0,293,-1297234.0,-3.177716390423573,232060.0,1086.0
TRANSFER AGENT,0,294,-1296704.0,3.045977011494253,232234.0,174.0
TRANSFER AGENT,0,295,-1297646.0,-2.056768558951965,232692.0,458.0
TRANSFER AGENT,0,296,-1298370.0,-1.3482309124767224,233229.0,537.0
TRANSFER AGENT,0,297,-1301076.0,-3.236842105263158,234065.0,836.0
TRANSFER AGENT,0,298,-1305525.0,-8.898,234565.0,500.0
TRANSFER AGENT,0,299,-1307365.0,-3.2624113475177303,235129.0,564.0
TRANSFER AGENT,0,300,-1306535.0,11.527777777777779,235201.0,72.0
TRANSFER AGENT,0,301,-1306184.0,1.3818897637795275,235455.0,254.0
TRANSFER AGENT,0,302,-1305587.0,5.579439252336448,235562.0,107.0
TRANSFER AGENT,0,303,-1307740.0,-5.636125654450262,235944.0,382.0
TRANSFER AGENT,0,304,-1309451.0,-5.092261904761905,236280.0,336.0
TRANSFER AGENT,0,305,-1308734.0,8.337209302325581,236366.0,86.0
TRANSFER AGENT,0,306,-1308396.0,2.011904761904762,236534.0,168.0
TRANSFER AGENT,0,307,-1309719.0,-2.440959409594096,237076.0,542.0
TRANSFER AGENT,0,308,-1318067.0,-5.463350785340314,238604.0,1528.0
TRANSFER AGENT,0,309,-1320893.0,-5.046428571428572,239164.0,560.0
TRANSFER AGENT,0,310,-1323760.0,-3.588235294117647,239963.0,799.0
TRANSFER AGENT,0,311,-1323769.0,-0.028391167192429023,240280.0,317.0
TRANSFER AGENT,0,312,-1323277.0,2.3207547169811322,240492.0,212.0
TRANSFER AGENT,0,313,-1323097.0,0.7929515418502202,240719.0,227.0
TRANSFER AGENT,0,314,-1325519.0,-4.38768115942029,241271.0,552.0
TRANSFER AGENT,0,315,-1326645.0,-7.659863945578231,241418.0,147.0
TRANSFER AGENT,0,316,-1326393.0,0.9921259842519685,241672.0,254.0
TRANSFER AGENT,0,317,-1326779.0,-0.9722921914357683,242069.0,397.0
TRANSFER AGENT,0,318,-1325998.0,6.454545454545454,242190.0,121.0
TRANSFER AGENT,0,319,-1325475.0,2.889502762430939,242371.0,181.0
TRANSFER AGENT,0,320,-1327836.0,-8.058020477815699,242664.0,293.0
TRANSFER AGENT,0,321,-1328294.0,-1.6900369003690037,242935.0,271.0
TRANSFER AGENT,0,322,-1328023.0,1.1531914893617021,243170.0,235.0
TRANSFER AGENT,0,323,-1327488.0,3.165680473372781,243339.0,169.0
TRANSFER AGENT,0,324,-1330025.0,-6.856756756756757,243709.0,370.0
TRANSFER AGENT,0,325,-1329579.0,2.8050314465408803,243868.0,159.0
TRANSFER AGENT,0,326,-1331932.0,-4.871635610766045,244351.0,483.0
TRANSFER AGENT,0,327,-1332440.0,-1.5825545171339563,244672.0,321.0
TRANSFER AGENT,0,328,-1335809.0,-10.832797427652734,244983.0,311.0
TRANSFER AGENT,0,329,-1336787.0,-2.4759493670886075,245378.0,395.0
TRANSFER AGENT,0,330,-1337475.0,-3.372549019607843,245582.0,204.0
TRANSFER AGENT,0,331,-1339122.0,-3.5042553191489363,246052.0,470.0
TRANSFER AGENT,0,332,-1339337.0,-0.6615384615384615,246377.0,325.0
TRANSFER AGENT,0,333,-1339121.0,1.130890052356021,246568.0,191.0
TRANSFER AGENT,0,334,-1338664.0,3.0878378378378377,246716.0,148.0
TRANSFER AGENT,0,335,-1338752.0,-0.2962962962962963,247013.0,297.0
TRANSFER AGENT,0,336,-1339699.0,-1.6850533807829182,247575.0,562.0
TRANSFER AGENT,0,337,-1340449.0,-4.491017964071856,247742.0,167.0
TRANSFER AGENT,0,338,-1340128.0,1.7351351351351352,247927.0,185.0
TRANSFER AGENT,0,339,-1339597.0,3.069364161849711,248100.0,173.0
TRANSFER AGENT,0,340,-1340567.0,-1.9958847736625513,248586.0,486.0
TRANSFER AGENT,0,341,-1343143.0,-3.2,249391.0,805.0
TRANSFER AGENT,0,342,-1344706.0,-8.313829787234043,249579.0,188.0
TRANSFER AGENT,0,343,-1344158.0,3.5128205128205128,249735.0,156.0
TRANSFER AGENT,0,344,-1344256.0,-0.31921824104234525,250042.0,307.0
TRANSFER AGENT,0,345,-1343821.0,2.5588235294117645,250212.0,170.0
